COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD
34346,"[1, 0, 1, 2, 5]",,"[0, 1, 2, 1, 1]",,"[0, 1, 2, 4, 3]",,"[2, 6, 7, 4, 2]",,"[0, 4, 1, 2, 6]","[1, 2, 1, 3, 2]",,"[1, 0, 2, 2, 0]",,"[0, 0, 7, 1, 2]",,"[5, 0, 6, 5, 4]",,"[0, 3, 1, 4, 5]","[1, 3, 1, 2, 2]",,"[1, 1, 1, 2, 0]",,"[0, 4, 3, 1, 2]",,"[5, 6, 3, 5, 1]",,"[1, 3, 3, 1, 5]","[0, 1, 6, 0, 2]",,"[0, 0, 4, 1, 0]",,"[0, 1, 8, 1, 0]",,"[1, 8, 10, 1, 0]",,"[0, 2, 7, 4, 0]"
34347,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 3]",,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 3]",,"[0, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",,"[0, 0, 1, 1, 0]",,"[0, 0, 1, 1, 0]",,"[0, 0, 1, 2, 0]",,"[0, 0, 0, 0, 0]"
34349,,"[0, 1, 1, 1, 7]",,"[0, 0, 1, 1, 4]",,"[0, 0, 0, 1, 1]",,,"[0, 0, 1, 5, 8]",,"[0, 0, 6, 1, 3]",,"[0, 0, 0, 2, 4]",,"[0, 0, 1, 1, 0]",,,"[0, 1, 3, 2, 7]",,"[0, 0, 3, 5, 2]",,"[0, 0, 1, 1, 4]",,"[0, 0, 0, 1, 1]",,,"[1, 2, 2, 2, 6]",,"[1, 1, 3, 3, 2]",,"[0, 0, 3, 2, 1]",,"[0, 0, 1, 1, 0]",,,"[0, 0, 5, 3, 5]"
34351,,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 1, 0]",,"[0, 1, 1, 2, 2]",,"[0, 0, 1, 7, 8]",,,"[0, 0, 0, 0, 1]",,"[0, 0, 1, 0, 1]",,"[0, 1, 1, 3, 1]",,"[0, 1, 1, 7, 7]",,,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 0, 1]",,"[0, 0, 1, 1, 4]",,"[0, 1, 0, 7, 8]",,,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 1, 0]",,"[0, 0, 4, 2, 0]",,"[0, 0, 10, 3, 3]",
34352,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 2]",,"[0, 0, 0, 1, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 2]",,"[0, 0, 0, 1, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 2]",,"[0, 0, 0, 1, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 1, 0, 1, 1]",,"[0, 0, 1, 1, 0]"
34357,,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 2, 2]",,"[0, 0, 1, 3, 9]",,,"[0, 1, 0, 2, 2]",,"[0, 0, 0, 1, 0]",,"[0, 0, 1, 2, 1]",,"[1, 0, 0, 2, 10]",,,"[0, 0, 1, 1, 3]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 1, 3]",,"[0, 0, 1, 3, 9]",,,"[0, 0, 0, 3, 2]",,"[0, 0, 0, 0, 1]",,"[0, 1, 0, 3, 0]",,"[0, 0, 3, 5, 5]",
34359,"[0, 0, 0, 3, 1]",,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 2, 3]",,"[0, 0, 2, 4, 5]",,"[0, 1, 1, 3, 6]","[0, 0, 2, 1, 1]",,"[0, 0, 1, 2, 2]",,"[0, 0, 0, 1, 4]",,"[0, 3, 1, 3, 4]",,"[0, 1, 2, 4, 4]","[0, 2, 0, 2, 0]",,"[0, 0, 1, 2, 2]",,"[0, 0, 3, 2, 0]",,"[1, 2, 4, 2, 2]",,"[1, 4, 2, 1, 3]","[0, 0, 2, 1, 1]",,"[0, 0, 2, 3, 0]",,"[0, 0, 3, 2, 0]",,"[1, 0, 7, 3, 0]",,"[0, 0, 8, 2, 1]"
34365,,,,"[0, 2, 1, 1, 2]",,"[1, 1, 1, 2, 4]",,"[0, 1, 2, 7, 6]",,,,,"[0, 1, 2, 0, 3]",,"[0, 0, 3, 3, 3]",,"[0, 1, 2, 7, 6]",,,,,"[1, 1, 1, 1, 2]",,"[1, 1, 1, 3, 3]",,"[0, 3, 3, 6, 4]",,,,,"[0, 2, 4, 0, 0]",,"[1, 1, 5, 2, 0]",,"[0, 0, 10, 5, 1]",
34366,,,,"[1, 10, 7, 7, 1]",,"[4, 10, 10, 5, 1]",,"[5, 1, 5, 7, 8]",,,,,"[3, 8, 10, 4, 1]",,"[5, 9, 7, 7, 2]",,"[3, 2, 4, 9, 7]",,,,,"[8, 6, 6, 4, 2]",,"[3, 4, 10, 7, 6]",,"[2, 2, 2, 11, 8]",,,,,"[2, 10, 14, 0, 0]",,"[7, 9, 11, 1, 1]",,"[2, 4, 15, 3, 1]",
34367,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 2, 2]","[0, 0, 0, 1, 1]",,"[0, 0, 0, 4, 3]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 1, 1, 2]","[0, 0, 0, 0, 2]",,"[0, 0, 2, 2, 3]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 1, 2, 1]","[0, 0, 0, 1, 1]",,"[0, 0, 1, 4, 2]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 3, 1, 0]","[0, 0, 1, 0, 1]",,"[0, 0, 4, 1, 2]",
34368,,,,"[0, 0, 0, 2, 0]",,"[1, 1, 1, 1, 2]",,"[4, 2, 3, 6, 6]",,,,,"[0, 0, 0, 2, 0]",,"[0, 3, 1, 0, 2]",,"[3, 4, 4, 4, 6]",,,,,"[1, 0, 1, 0, 0]",,"[1, 0, 2, 2, 1]",,"[1, 3, 5, 7, 5]",,,,,"[0, 0, 1, 1, 0]",,"[0, 1, 4, 1, 0]",,"[2, 1, 13, 3, 2]",
34369,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 1, 1, 0]",,"[1, 0, 2, 5, 0]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 1, 1, 0]",,"[0, 0, 1, 6, 1]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 1, 0, 1]",,"[0, 0, 3, 3, 2]",,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 1, 1, 0]",,"[0, 0, 5, 2, 0]",
34370,,,,,"[0, 0, 0, 0, 8]",,"[0, 0, 2, 4, 2]",,"[0, 1, 2, 5, 14]",,,,,"[0, 0, 0, 3, 5]",,"[0, 1, 3, 3, 1]",,"[0, 1, 4, 4, 13]",,,,,"[0, 1, 2, 3, 2]",,"[0, 2, 3, 0, 3]",,"[0, 0, 1, 5, 16]",,,,,"[0, 0, 5, 3, 0]",,"[0, 0, 3, 3, 2]",,"[0, 0, 9, 10, 3]"
34371,,,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 0, 3]",,,,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 3]",,,,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 1, 2, 1]",,,,,,,"[0, 0, 0, 2, 0]",,"[0, 0, 0, 3, 1]",
34372,,,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0]"
34373,,,,,,,,,"[0, 0, 0, 6, 4]",,,,,,,,,"[0, 0, 2, 2, 5]",,,,,,,,,"[0, 1, 2, 3, 4]",,,,,,,,,"[0, 1, 6, 3, 0]"
34390,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]"
34393,"[0, 0, 0, 0, 1]",,,,,,"[0, 0, 0, 0, 0]",,,"[0, 0, 0, 0, 1]",,,,,,"[0, 0, 0, 0, 0]",,,"[0, 0, 0, 0, 1]",,,,,,"[0, 0, 0, 0, 0]",,,"[1, 0, 0, 0, 0]",,,,,,"[0, 0, 0, 0, 0]",,
34430,"[0, 0, 1, 4, 4]",,"[0, 0, 0, 3, 5]",,"[0, 2, 1, 7, 5]",,"[0, 0, 3, 5, 8]",,"[1, 0, 1, 5, 5]","[0, 1, 1, 5, 2]",,"[0, 2, 2, 4, 0]",,"[0, 2, 1, 5, 6]",,"[0, 1, 3, 6, 5]",,"[1, 0, 3, 5, 3]","[0, 3, 2, 3, 1]",,"[0, 1, 3, 3, 1]",,"[1, 1, 1, 4, 7]",,"[0, 1, 4, 6, 4]",,"[1, 1, 1, 3, 6]","[1, 2, 6, 0, 0]",,"[1, 3, 4, 0, 0]",,"[1, 2, 9, 2, 0]",,"[0, 3, 8, 4, 0]",,"[0, 3, 5, 1, 3]"
34440,,"[0, 0, 0, 1, 3]",,"[0, 0, 1, 1, 1]",,"[0, 0, 0, 1, 3]",,,,,"[0, 0, 1, 2, 1]",,"[0, 0, 0, 3, 0]",,"[0, 0, 0, 2, 2]",,,,,"[1, 0, 1, 1, 1]",,"[0, 0, 1, 2, 0]",,"[0, 0, 2, 0, 2]",,,,,"[0, 1, 2, 1, 0]",,"[0, 1, 1, 1, 0]",,"[0, 1, 3, 0, 0]",,,
34451,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 4]",,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 0, 4]",,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 4]",,,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 1, 3]",
34492,,"[0, 0, 0, 2, 2]",,,,"[0, 0, 0, 1, 2]",,"[0, 0, 1, 0, 1]",,,"[0, 1, 2, 1, 0]",,,,"[0, 0, 0, 2, 1]",,"[0, 1, 0, 0, 1]",,,"[0, 0, 3, 1, 0]",,,,"[0, 1, 0, 1, 1]",,"[0, 1, 1, 0, 0]",,,"[0, 0, 3, 0, 1]",,,,"[0, 1, 0, 1, 1]",,"[0, 0, 2, 0, 0]",
34495,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 0, 2, 3]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 0, 1, 2]",,,,"[0, 0, 1, 3, 1]",,"[0, 0, 0, 0, 0]",,,"[0, 0, 2, 0, 1]",,,,"[0, 1, 4, 0, 0]",,"[0, 0, 0, 0, 0]",
34539,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 2]",,,,"[0, 0, 0, 0, 3]",,"[0, 0, 1, 1, 3]","[0, 0, 0, 1, 3]",,"[0, 0, 0, 1, 1]",,,,"[0, 0, 0, 1, 2]",,"[0, 1, 0, 1, 3]","[0, 0, 1, 0, 3]",,"[0, 0, 0, 2, 0]",,,,"[0, 0, 0, 1, 2]",,"[0, 0, 1, 2, 2]","[0, 0, 2, 2, 0]",,"[1, 0, 1, 0, 0]",,,,"[0, 0, 3, 0, 0]",,"[0, 0, 5, 0, 0]"
34540,,"[0, 0, 0, 2, 4]",,"[3, 1, 4, 4, 0]",,"[0, 0, 1, 4, 2]",,"[0, 0, 3, 4, 2]",,,"[0, 1, 3, 1, 1]",,"[2, 2, 4, 2, 2]",,"[0, 2, 0, 4, 1]",,"[0, 1, 1, 6, 1]",,,"[0, 0, 1, 3, 2]",,"[0, 1, 3, 6, 2]",,"[0, 0, 0, 4, 3]",,"[0, 0, 2, 1, 6]",,,"[0, 1, 4, 1, 0]",,"[0, 1, 8, 2, 1]",,"[0, 0, 7, 0, 0]",,"[0, 1, 5, 3, 0]",
34541,,"[0, 0, 0, 3, 2]",,"[1, 2, 3, 0, 0]",,"[3, 0, 1, 2, 1]",,"[0, 0, 0, 7, 3]",,,"[0, 1, 0, 2, 2]",,"[1, 1, 3, 0, 1]",,"[3, 1, 0, 2, 1]",,"[0, 0, 0, 7, 3]",,,"[1, 0, 1, 1, 2]",,"[0, 0, 3, 1, 2]",,"[1, 0, 2, 3, 1]",,"[0, 0, 1, 4, 5]",,,"[0, 1, 3, 1, 0]",,"[1, 0, 4, 1, 0]",,"[1, 2, 3, 1, 0]",,"[1, 0, 3, 6, 0]",
34551,,,,"[0, 0, 2, 3, 5]",,"[0, 0, 1, 0, 1]",,"[0, 0, 0, 4, 6]",,,,,"[0, 0, 0, 4, 6]",,"[0, 0, 1, 1, 0]",,"[0, 0, 2, 2, 6]",,,,,"[0, 0, 0, 1, 9]",,"[0, 0, 1, 0, 1]",,"[0, 0, 1, 4, 5]",,,,,"[0, 3, 5, 1, 1]",,"[0, 0, 2, 0, 0]",,"[0, 1, 6, 2, 1]",
34552,,,"[0, 0, 1, 13, 9]",,"[0, 1, 3, 13, 14]",,"[1, 0, 3, 7, 12]",,"[0, 0, 0, 7, 11]",,,"[0, 2, 4, 12, 5]",,"[1, 2, 2, 10, 16]",,"[0, 4, 4, 7, 8]",,"[0, 0, 1, 9, 8]",,,"[0, 0, 4, 11, 8]",,"[3, 0, 7, 6, 15]",,"[0, 0, 3, 8, 12]",,"[0, 0, 1, 10, 7]",,,"[0, 1, 3, 8, 11]",,"[0, 4, 12, 9, 6]",,"[0, 0, 5, 6, 12]",,"[0, 0, 9, 7, 2]"
34553,,,"[0, 0, 0, 4, 4]",,"[0, 0, 0, 1, 6]",,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 0, 2]",,,"[0, 0, 0, 3, 5]",,"[0, 0, 0, 2, 5]",,"[0, 0, 0, 0, 6]",,"[0, 0, 0, 0, 2]",,,"[0, 2, 2, 2, 2]",,"[0, 0, 1, 3, 3]",,"[0, 0, 0, 2, 4]",,"[0, 0, 0, 0, 2]",,,"[0, 1, 4, 3, 0]",,"[0, 0, 3, 3, 1]",,"[0, 0, 4, 1, 1]",,"[0, 0, 0, 1, 1]"
34600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41000,,"[1, 2, 9, 14, 15]",,"[0, 5, 6, 19, 17]",,"[0, 2, 9, 17, 17]",,"[0, 4, 3, 22, 12]",,,"[4, 5, 17, 7, 8]",,"[3, 3, 12, 14, 15]",,"[2, 2, 7, 22, 11]",,"[0, 4, 8, 15, 12]",,,"[1, 13, 11, 13, 3]",,"[4, 5, 11, 16, 11]",,"[2, 11, 14, 12, 6]",,"[3, 4, 6, 21, 6]",,,"[1, 5, 18, 9, 8]",,"[0, 3, 17, 21, 6]",,"[0, 2, 23, 19, 1]",,"[0, 4, 18, 14, 4]",
41011,,,,,,,,"[0, 1, 10, 25, 16]",,,,,,,,,"[0, 1, 7, 26, 18]",,,,,,,,,"[2, 6, 13, 11, 19]",,,,,,,,,"[0, 11, 29, 8, 2]",
41012,,"[1, 1, 4, 8, 26]",,"[0, 0, 2, 12, 24]",,"[0, 2, 1, 23, 18]",,"[0, 0, 5, 20, 25]",,,"[0, 1, 5, 22, 12]",,"[0, 1, 4, 14, 19]",,"[0, 1, 6, 25, 12]",,"[0, 4, 15, 16, 15]",,,"[1, 6, 14, 10, 9]",,"[0, 5, 8, 11, 14]",,"[1, 12, 12, 13, 6]",,"[0, 5, 7, 13, 25]",,,"[1, 9, 26, 4, 0]",,"[1, 7, 18, 11, 1]",,"[0, 16, 20, 8, 0]",,"[0, 8, 26, 15, 1]",
41013,,,,,,,,"[0, 0, 6, 16, 26]",,,,,,,,,"[0, 2, 6, 12, 28]",,,,,,,,,"[0, 1, 13, 12, 22]",,,,,,,,,"[0, 6, 27, 12, 3]",
41015,,"[0, 1, 5, 30, 16]",,"[1, 0, 5, 21, 13]",,"[1, 0, 6, 19, 15]",,"[0, 0, 8, 22, 28]",,,"[1, 5, 19, 22, 5]",,"[3, 4, 13, 15, 5]",,"[2, 3, 15, 16, 5]",,"[1, 9, 20, 15, 10]",,,"[1, 12, 20, 15, 4]",,"[4, 5, 13, 10, 8]",,"[2, 8, 10, 16, 4]",,"[0, 7, 11, 27, 10]",,,"[1, 2, 30, 15, 4]",,"[2, 3, 21, 12, 2]",,"[0, 2, 22, 15, 2]",,"[1, 3, 20, 22, 9]",
41020,"[0, 0, 0, 2, 4]",,"[0, 0, 0, 7, 7]",,"[0, 1, 8, 15, 7]",,"[0, 2, 3, 7, 2]",,"[0, 0, 1, 4, 5]","[0, 0, 0, 5, 1]",,"[0, 0, 2, 8, 4]",,"[1, 5, 11, 10, 4]",,"[1, 3, 4, 5, 1]",,"[0, 0, 5, 2, 3]","[0, 0, 3, 3, 0]",,"[0, 4, 5, 4, 1]",,"[2, 6, 7, 8, 8]",,"[2, 2, 4, 4, 2]",,"[1, 1, 2, 3, 3]","[0, 0, 5, 1, 0]",,"[1, 0, 3, 6, 4]",,"[0, 3, 5, 19, 4]",,"[0, 1, 10, 2, 1]",,"[0, 0, 7, 2, 1]"
41028,,,,,,,"[0, 6, 7, 11, 4]",,"[2, 2, 5, 9, 18]",,,,,,,"[1, 8, 5, 9, 4]",,"[2, 1, 2, 11, 18]",,,,,,,"[4, 10, 5, 4, 4]",,"[6, 5, 7, 11, 5]",,,,,,,"[0, 1, 14, 9, 2]",,"[0, 4, 25, 3, 2]"
41029,,,,,,,"[0, 1, 1, 0, 0]",,"[0, 1, 1, 1, 0]",,,,,,,"[1, 1, 0, 0, 0]",,"[0, 0, 1, 1, 1]",,,,,,,"[2, 0, 0, 0, 0]",,"[1, 1, 0, 1, 0]",,,,,,,"[0, 0, 1, 1, 0]",,"[0, 0, 2, 1, 0]"
41031,,"[0, 2, 0, 4, 2]",,"[0, 0, 0, 3, 1]",,,"[4, 6, 10, 7, 1]",,"[2, 3, 5, 5, 2]",,"[0, 1, 0, 4, 3]",,"[0, 0, 1, 0, 3]",,,"[5, 6, 5, 8, 4]",,"[2, 1, 6, 5, 3]",,"[0, 0, 4, 4, 0]",,"[0, 0, 0, 2, 2]",,,"[2, 11, 4, 8, 3]",,"[0, 0, 3, 7, 7]",,"[0, 0, 6, 2, 0]",,"[0, 0, 2, 2, 0]",,,"[0, 3, 14, 7, 4]",,"[0, 0, 8, 5, 4]"
41045,,"[0, 0, 1, 3, 1]",,"[0, 1, 0, 2, 4]",,"[0, 0, 0, 1, 1]",,"[1, 0, 4, 9, 6]",,,"[0, 0, 1, 2, 2]",,"[0, 0, 2, 2, 3]",,"[0, 0, 0, 1, 1]",,"[1, 0, 8, 5, 6]",,,"[0, 1, 0, 3, 1]",,"[0, 1, 2, 3, 1]",,"[0, 0, 0, 2, 0]",,"[0, 2, 7, 8, 3]",,,"[0, 3, 2, 0, 0]",,"[0, 1, 5, 1, 0]",,"[0, 0, 2, 0, 0]",,"[0, 1, 15, 4, 0]",
41051,,"[0, 0, 2, 8, 16]",,"[1, 2, 8, 11, 9]",,"[3, 4, 11, 38, 20]",,"[1, 4, 16, 34, 10]",,,"[0, 0, 5, 9, 12]",,"[1, 5, 8, 8, 9]",,"[3, 11, 25, 28, 9]",,"[2, 10, 20, 24, 6]",,,"[0, 1, 7, 14, 4]",,"[0, 6, 10, 10, 5]",,"[5, 4, 18, 34, 15]",,"[2, 6, 8, 29, 17]",,,"[0, 5, 14, 6, 1]",,"[2, 8, 17, 4, 0]",,"[0, 6, 41, 24, 5]",,"[3, 21, 21, 12, 5]",
41061,,,,,"[0, 1, 2, 8, 4]",,"[1, 1, 2, 10, 12]",,"[0, 1, 5, 11, 9]",,,,,"[0, 1, 2, 4, 8]",,"[1, 1, 1, 11, 12]",,"[0, 0, 5, 18, 3]",,,,,"[0, 0, 1, 3, 11]",,"[0, 0, 1, 4, 21]",,"[0, 0, 1, 4, 21]",,,,,"[0, 4, 11, 0, 0]",,"[1, 2, 12, 8, 3]",,"[0, 4, 17, 4, 1]"
41073,,"[0, 2, 2, 13, 24]",,"[1, 0, 9, 15, 29]",,"[0, 0, 1, 7, 15]",,"[0, 0, 0, 9, 30]",,,"[0, 1, 2, 18, 20]",,"[3, 1, 8, 19, 23]",,"[0, 0, 3, 7, 13]",,"[0, 0, 2, 10, 27]",,,"[0, 2, 8, 19, 12]",,"[0, 4, 10, 21, 19]",,"[0, 0, 3, 10, 10]",,"[0, 1, 9, 10, 19]",,,"[2, 6, 25, 7, 0]",,"[0, 6, 32, 12, 4]",,"[0, 2, 13, 7, 1]",,"[0, 1, 23, 13, 2]",
41083,"[0, 2, 2, 9, 7]",,"[2, 2, 1, 5, 20]",,"[0, 1, 7, 9, 15]",,"[0, 2, 3, 11, 21]",,"[5, 4, 7, 7, 18]","[0, 5, 5, 6, 4]",,"[2, 2, 4, 10, 12]",,"[1, 3, 8, 8, 12]",,"[1, 3, 4, 7, 22]",,"[3, 6, 8, 10, 14]","[0, 1, 5, 11, 3]",,"[1, 4, 3, 12, 10]",,"[0, 0, 4, 10, 17]",,"[0, 2, 2, 11, 22]",,"[0, 1, 5, 17, 18]","[1, 1, 3, 10, 5]",,"[1, 1, 7, 12, 9]",,"[0, 0, 9, 11, 12]",,"[0, 1, 12, 20, 4]",,"[0, 4, 15, 19, 3]"
41084,,"[1, 1, 0, 5, 11]",,"[0, 1, 1, 24, 15]",,"[0, 2, 3, 11, 8]",,"[0, 2, 1, 15, 16]",,,"[1, 1, 1, 6, 9]",,"[0, 1, 0, 13, 27]",,"[0, 1, 4, 12, 7]",,"[0, 0, 3, 17, 14]",,,"[1, 3, 5, 4, 5]",,"[0, 2, 5, 14, 20]",,"[0, 3, 3, 5, 13]",,"[0, 3, 6, 11, 14]",,,"[0, 0, 7, 9, 2]",,"[0, 3, 31, 7, 0]",,"[0, 4, 16, 3, 1]",,"[0, 7, 21, 4, 2]",
41102,,"[0, 1, 3, 12, 35]",,"[0, 2, 6, 21, 19]",,"[0, 0, 4, 21, 16]",,"[0, 0, 2, 23, 21]",,,"[0, 2, 6, 14, 28]",,"[0, 1, 13, 24, 10]",,"[0, 2, 8, 23, 8]",,"[0, 4, 7, 22, 13]",,,"[0, 3, 16, 19, 12]",,"[2, 3, 12, 21, 10]",,"[0, 5, 6, 16, 14]",,"[1, 2, 1, 24, 18]",,,"[1, 7, 31, 10, 1]",,"[0, 8, 32, 7, 1]",,"[0, 6, 30, 5, 0]",,"[0, 6, 28, 7, 5]",
